created_at,closed_at,summary,address
2017-01-30T19:28:31-05:00,,Pothole,"4440-4500 Tidewater Avenue Oakland, California"
2017-01-30T19:08:54-05:00,,Sidewalk,"935 Snowberry Tr Alpharetta, GA 30005, USA"
2017-01-30T19:01:31-05:00,,Graffiti,"289 34th St N St. Petersburg, FL 33713, USA"
2017-01-30T18:58:37-05:00,,Graffiti,"1101-1199 45th Street Emeryville, California"
2017-01-30T18:53:11-05:00,,Graffiti,"1151 Howard St San Francisco, CA 94103, USA"
2017-01-30T18:48:50-05:00,,William Street Decrepit Signage/ Dangerous Speeding,"495 William Street  Stoneham, Massachusetts"
2017-01-30T18:15:49-05:00,,Entry ramp to 580W from 680N has a big pothole,"Donald D. Doyle Highway Pleasanton, California"
2017-01-30T18:10:48-05:00,,Over grown trees,"Mint Street Corona, CA"
2017-01-30T18:08:35-05:00,,Damaged road,"Cooley Rd Williamsburg, Virginia"
2017-01-30T17:54:25-05:00,,Trash Screening,"4235 Custer Creek Missouri City, Texas"
2017-01-30T17:53:55-05:00,,Quality of Life Issues,780 Mission St
2017-01-30T17:53:52-05:00,,Quality of Life Issues,780 Mission St
2017-01-30T17:46:53-05:00,,Huge pot hole ,"1007-1099 E Auer Ave Milwaukee, WI 53212, USA"
2017-01-30T17:42:38-05:00,,Potholes ,"Nj-21 Clifton, NJ 07011, USA"
2017-01-30T17:41:36-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)",112 Bonaparte
2017-01-30T17:26:09-05:00,,Large pothole,"Stone Valley Road South Of Virginia Street South Lane Alamo, California"
2017-01-30T17:25:06-05:00,,Potholes ,"900-930 Mccarter Hwy Newark, NJ 07102, USA"
2017-01-30T17:22:03-05:00,,Trash/Bulky Item Pickup,"73-99 Nye St New Bedford, MA 02746, USA"
2017-01-30T17:21:51-05:00,,FOUR LARGE POTHOLES,"7612 Langley Canyon Road Salinas, California"
2017-01-30T17:17:49-05:00,,Potholes,"Rayburn Rd Richmond, Virginia"
2017-01-30T17:13:22-05:00,,Perpetual Garbage Build Up,"3150 California Ave St. Louis, MO 63118, USA"
2017-01-30T17:11:09-05:00,,Pot Holes,"San Diego Freeway San Diego, California"
2017-01-30T17:09:42-05:00,,Pothole,"2101-2199 Bienati Way Oakland, California"
2017-01-30T17:06:17-05:00,,Park Maintenance,"397 2nd St Oakland, CA 94607, USA"
2017-01-30T17:01:46-05:00,,Graffiti,"143-175 Melrose St Brockton, MA 02302, USA"
2017-01-30T16:59:53-05:00,,Large ruts,"815 Dowd Ave Elizabeth, NJ 07201, USA"
2017-01-30T16:59:46-05:00,,Lost female Shih Tzu,"1920 Mill Branch Road Bowie, Maryland"
2017-01-30T16:53:48-05:00,,Abandoned Vehicle,"1820 Tierra Del Oso Northwest Albuquerque, New Mexico"
2017-01-30T16:51:53-05:00,,Health Complaints,153 Chapel St New Haven Ct 
2017-01-30T16:50:50-05:00,,Illegal dumping,"6721 Walerga Rd Sacramento, CA 95842, USA"
2017-01-30T16:49:45-05:00,,Pothole,"Dennison St & Nimitz Fwy & I-880 Oakland, CA 94606, USA"
2017-01-30T16:48:24-05:00,,Pothole,"299 Fetter Ct Folsom, California"
2017-01-30T16:44:17-05:00,,Abandoned cars no Plates,"3935 Virginia st Louis, Missouri"
2017-01-30T16:43:22-05:00,,Holes in shoulder!,"9483 Blaty St Taylor, MI 48180, USA"
2017-01-30T16:42:18-05:00,,Tree Trimming/Removal,"4427 8th Avenue North Saint Petersburg, Florida"
2017-01-30T16:40:30-05:00,,Tree Trimming/Removal,"730 45th Street North Saint Petersburg, Florida"
2017-01-30T16:39:12-05:00,,Pothole,"3431 Louise St Oakland, CA 94608, USA"
2017-01-30T16:35:27-05:00,,Other Concerns,"Disney Rd Severn, MD 21144, USA"
2017-01-30T16:33:22-05:00,,pot hole,"2800 Revere Beach Parkway Everett, Massachusetts"
2017-01-30T16:33:00-05:00,,Street Light,"1145 Paramore Drive Virginia Beach, Virginia"
2017-01-30T16:27:31-05:00,,Abandoned vehicle,10800-10838 Wethersfield Drive California
2017-01-30T16:26:30-05:00,,CWA Meter Testing,Mauritius
2017-01-30T16:23:51-05:00,,Parking Enforcement,"534 Merrimac St Oakland, CA 94612, USA"
2017-01-30T16:20:55-05:00,,Parking Enforcement,"536 Merrimac St Oakland, CA 94612, USA"
2017-01-30T16:18:58-05:00,,"Road Conditions, pot holes","36-50 Washburn St Watertown, Massachusetts"
2017-01-30T16:18:05-05:00,,Report a Litter Hotspot,"Highway 418 Simpsonville, South Carolina"
2017-01-30T16:17:11-05:00,,"Road Conditions, pot hole","20 Washburn St Watertown, Massachusetts"
2017-01-30T16:16:42-05:00,,Pothole,"108 North St Medford, Massachusetts"
2017-01-30T16:14:50-05:00,,"Road Conditions, pot hole","109 Franklin St Watertown, Massachusetts"
2017-01-30T16:13:00-05:00,,Street Hazard,"1247 Stuart Street Houston, Texas"
2017-01-30T16:06:30-05:00,,Safety,Address Unavailable
2017-01-30T16:05:52-05:00,,Street Light Maintenance,"2418 Lambeth Avenue Burlington, Ontario"
2017-01-30T16:05:16-05:00,,Street Light Maintenance,"2200 Sandringham Drive Burlington, Ontario"
2017-01-30T15:59:49-05:00,,Parking Enforcement,"3501-3549 13th Ave Oakland, CA 94610, USA"
2017-01-30T15:59:34-05:00,,Street/Traffic Issue (Other than Pothole),"355 Crestmont Drive Oakland, California"
2017-01-30T15:49:19-05:00,,Post to neighbors,"Bogata TX 75417, Bogata, Texas"
2017-01-30T15:47:50-05:00,,Building Violation,"2540 W 46th St CHICAGO, IL 60632"
2017-01-30T15:43:41-05:00,,Pothole,"1113 Raymond Ave St Paul, MN 55108, USA"
2017-01-30T15:35:28-05:00,,Street Light Maintenance,"701 Courtland Pl Burlington, Ontario"
2017-01-30T15:29:46-05:00,,Illegal Dumping,"1 Grafton Common Grafton, MA 01519, USA"
2017-01-30T15:26:05-05:00,,Tree Trimming/Removal,"125 20th Avenue South Saint Petersburg, Florida"
2017-01-30T15:24:33-05:00,,Tree Trimming/Removal,"151 20th Avenue South Saint Petersburg, Florida"
2017-01-30T15:22:31-05:00,,Signs / Bus Shelters / Pavement Markings,"45 Gilbert Avenue New Haven, Connecticut"
2017-01-30T15:22:22-05:00,,Tree Trimming/Removal,"163 20th Avenue South Saint Petersburg, Florida"
2017-01-30T15:18:18-05:00,,Tree Trimming/Removal,"101 20th Avenue South Saint Petersburg, Florida"
2017-01-30T15:17:18-05:00,,Safety concern,Address Unavailable
2017-01-30T15:14:51-05:00,,"Yard and/or Structure Concern (High Grass, Junk, Broken Down Vehicles, Buildings, Sheds, Garages)","1649 Western Toledo, Ohio"
2017-01-30T15:13:16-05:00,,Lack of community oriented policing,"4125 San Pablo Avenue  Emeryville, California"
2017-01-30T15:12:55-05:00,,Illegal dumping,"3515 I Street North Highlands, California"
2017-01-30T15:09:28-05:00,,Sink Hole issue ," 357 Julia Drive  powder Springs , Georgia"
2017-01-30T15:08:31-05:00,,Traffic Signal Burned out,"West Outer Drive Dearborn, Michigan"
2017-01-30T15:00:10-05:00,,Signs / Bus Shelters / Pavement Markings,"151 Hubinger St New Haven, CT 06511, USA"
2017-01-30T14:58:02-05:00,,Signs / Bus Shelters / Pavement Markings,"16 Frederick Street New Haven, Connecticut"
2017-01-30T14:56:30-05:00,,Why is there garbage all over the street?,"316 Orange Road Montclair, NJ"
2017-01-30T14:54:27-05:00,,Other: Other City Services,"Macarthur Fwy & I-580 & Perry Pl Oakland, CA 94611, USA"
2017-01-30T14:51:20-05:00,,Illegal Dumping,"5501 Broadway Terrace Oakland, CA 94618, USA"
2017-01-30T14:42:01-05:00,,Street Sign,"6211 Buswell Street Richmond, British Columbia"
2017-01-30T14:36:29-05:00,,Street Sign,"6100 Buswell Street Richmond, British Columbia"
2017-01-30T14:33:38-05:00,,Garbage,"3515 Lanesborough Dr Missouri City, TX 77459, USA"
2017-01-30T14:32:51-05:00,,Parking Enforcement,"2606 Claremont Avenue Oakland, California"
2017-01-30T14:31:23-05:00,,Street Sign,"4151-4173 Hazelbridge Way Richmond, British Columbia"
2017-01-30T14:27:58-05:00,,Alameda Municipal Power Streetlight,"Harbor Bay Parkway Alameda, CA"
2017-01-30T14:23:58-05:00,,Trash Screening,"3614 Lexington Common St Stafford, TX 77477, USA"
2017-01-30T14:22:42-05:00,,Trash Screening,"3619 Lexington Common St Stafford, TX 77477, USA"
2017-01-30T14:21:38-05:00,,Big pothole/sinkhole ,"5715 Fleming Ave  Oakland, California"
2017-01-30T14:16:31-05:00,,Illegal Dumping,"8900-9058 Railroad Avenue Oakland, California"
2017-01-30T14:15:18-05:00,,Illegal Dumping,"8907 Railroad Avenue Oakland, California"
2017-01-30T14:14:17-05:00,,Street/Traffic Issue (Other than Pothole),"4220-4298 Bond Street Oakland, California"
2017-01-30T14:12:07-05:00,,Illegal Dumping,"8900-9058 Railroad Avenue Oakland, California"
2017-01-30T14:11:22-05:00,,Building Violation,"4031 N Meade Ave CHICAGO, IL 60634"
2017-01-30T14:11:08-05:00,,Illegal Dumping,"8900-9058 Railroad Avenue Oakland, California"
2017-01-30T14:10:11-05:00,,Illegal Dumping,"8900-9058 Railroad Avenue Oakland, California"
2017-01-30T14:08:51-05:00,,Illegal Dumping,"8900-9058 Railroad Avenue Oakland, California"
2017-01-30T14:06:37-05:00,,Illegal Dumping,"8907 Railroad Avenue Oakland, California"
2017-01-30T14:00:58-05:00,,Street Sign,"9671 Ferndale Road Richmond, British Columbia"
2017-01-30T14:00:52-05:00,,Signs / Bus Shelters / Pavement Markings,"10 Howe Street New Haven, Connecticut"
2017-01-30T13:58:00-05:00,,Erosion under wall,"Bluff Creek Trail Oklahoma City, OK 73162, USA"
2017-01-30T13:57:44-05:00,,"Public Space, Streets and Drains","107 Ogden Street New Haven, CT"
2017-01-30T13:52:21-05:00,,pot holes,"Country Club X Cambridge cameron park, California"
2017-01-30T13:45:02-05:00,,Tree Trimming/Removal,"801 54th Avenue South Saint Petersburg, Florida"
2017-01-30T13:36:13-05:00,,Building Violation,"2643 W 19th St CHICAGO, IL 60608"
2017-01-30T13:31:22-05:00,,Building Violation,"2643 W 19th St CHICAGO, IL 60608"
2017-01-30T13:30:10-05:00,,Illegal Dumping,"Valley View Circle Amherst, MA"
2017-01-30T13:24:58-05:00,,Signs / Bus Shelters / Pavement Markings,"730 George Street New Haven, Connecticut"
2017-01-30T13:24:34-05:00,,Potholes,"12000-12176 N-Drive South Burlington, Michigan"
2017-01-30T13:22:32-05:00,,Townsend & Pope Issues ,"Townsend & Pope New Haven, Connecticut"
2017-01-30T13:21:55-05:00,,Potholes,"11060-11640 N-Drive South Burlington, Michigan"
2017-01-30T13:18:11-05:00,,Trash in park,"2935 Nw 12th St Oklahoma City, OK 73107, USA"
2017-01-30T13:17:25-05:00,,Building Violation,13222 S Riverdale Ave South Side
2017-01-30T13:17:20-05:00,,Deep potholes,"1266 N. Fresno Street Fresno, California"
2017-01-30T13:15:11-05:00,,Street Light Outage,"110 N Devereux Ct Sandy Springs, GA 30327, USA"
2017-01-30T13:15:06-05:00,,Street Light,"350 Paxford Drive Virginia Beach, Virginia"
2017-01-30T13:15:02-05:00,,Creek Cleaning,"577-587 Nc-24 Fayetteville, NC 28301, USA"
2017-01-30T13:13:54-05:00,,Potholes,"2100-2530 12 Mile Road Burlington, Michigan"
2017-01-30T13:06:44-05:00,,Parking Enforcement,"676 Fruitvale Ave Oakland, CA 94601, USA"
2017-01-30T13:05:37-05:00,,Parking Enforcement,"3180-3198 E 7th St Oakland, CA 94601, USA"
2017-01-30T13:02:36-05:00,,Potholes,"109 Clark Place Memphis, Tennessee"
2017-01-30T13:00:48-05:00,,Alley Clearing,"215 10th Avenue Northeast Saint Petersburg, Florida"
2017-01-30T12:59:24-05:00,,Alley Clearing,"215 10th Avenue Northeast Saint Petersburg, Florida"
2017-01-30T12:55:49-05:00,2017-10-11T07:02:47-04:00,Other,"45 School Street Brockton, Massachusetts"
2017-01-30T12:51:39-05:00,,Other,"S Raul Longoria Rd Edinburg, TX 78542, USA"
2017-01-30T12:46:15-05:00,,Sanitation Department,1912 17th Ave N Saint Petersburg Florida
2017-01-30T12:41:43-05:00,,Repairs - Sidewalks,"Corte Straza Lake Elsinore, CA"
2017-01-30T12:29:00-05:00,,Parked Vehicle Concern,"504 Arden Pl Toledo, OH 43605, USA"
2017-01-30T12:26:13-05:00,,Bike Share Station Location Request,"Winchester And Tilton New Haven, Connecticut"
2017-01-30T12:24:57-05:00,,Bike Share Station Location Request,"State And Edwards New Haven, Connecticut"
2017-01-30T12:24:39-05:00,,Sanitation Department,"3524 20th Avenue South Saint Petersburg, Florida"
2017-01-30T12:24:16-05:00,,Bike Share Station Location Request,"60 College Street New Haven, Connecticut"
2017-01-30T12:23:45-05:00,,Street Signs,"Stanton And Buena Vista Alameda, California"
2017-01-30T12:23:03-05:00,,Bike Share Station Location Request,"Canner And Prospect New Haven, Connecticut"
2017-01-30T12:20:56-05:00,,Bike Share Station Location Request,"Criterion New Haven, Connecticut"
2017-01-30T12:20:10-05:00,,Bike Share Station Location Request,"299 Park Street New Haven, Connecticut"
2017-01-30T12:19:25-05:00,,"Substandard,Derelict Struc","2330 Manchester Rd Memphis, TN 38114, USA"
2017-01-30T12:18:49-05:00,,Bike Share Station Location Request,"Winchester And Munson New Haven, Connecticut"
2017-01-30T12:17:58-05:00,,Bike Share Station Location Request,"Hillhouse Avenue New Haven, Connecticut"
2017-01-30T12:16:51-05:00,,Graffiti,"4220-4298 Bond Street Oakland, California"
2017-01-30T12:16:44-05:00,,Bike Share Station Location Request,"333 Cedar Street New Haven, Connecticut"
2017-01-30T12:14:40-05:00,,Other: Sewers,"2306 23rd St Oakland, CA 94612, USA"
2017-01-30T12:09:46-05:00,,Illegal Dumping,3600 Martin Luther King Jr Way Oakland California
2017-01-30T12:05:19-05:00,,Sanitation Department,"4215 17th Avenue South Saint Petersburg, Florida"
2017-01-30T12:03:56-05:00,,Illegal Dumping,"3311 Kempton Ave Oakland, CA 94611, USA"
2017-01-30T11:55:25-05:00,,(EONP)Olive St. ,"Olive St New Haven, CT 06511, USA"
2017-01-30T11:54:00-05:00,,Street Sweeping,"7401-7499 1st Ave S St. Petersburg, FL 33707, USA"
2017-01-30T11:43:33-05:00,,Tree Trimming/Removal,"4809 6th Avenue North Saint Petersburg, Florida"
2017-01-30T11:42:54-05:00,,Debris / Litter Pickup,"140 Cherryfield Ln Savannah, GA 31419, USA"
2017-01-30T11:41:46-05:00,,3 large Pot holes,"2804 Tomarza Court South Milwaukee, Wisconsin"
2017-01-30T11:41:00-05:00,,Tree Trimming/Removal,"4711 6th Avenue North Saint Petersburg, Florida"
2017-01-30T11:39:23-05:00,,Tree Trimming/Removal,"4627 6th Avenue North Saint Petersburg, Florida"
2017-01-30T11:35:49-05:00,,Tree Trimming/Removal,"4544 7th Avenue North Saint Petersburg, Florida"
2017-01-30T11:32:52-05:00,,Street Repair,"501 Se 35th Terr Topeka, Kansas"
2017-01-30T11:32:40-05:00,,Tree Trimming/Removal,"4523 6th Avenue North Saint Petersburg, Florida"
2017-01-30T11:32:09-05:00,2017-08-24T13:13:57-04:00,S-WASTE: Garbage - Cart Replacement,"4109 Shearwater Dr Macon, Georgia"
2017-01-30T11:31:52-05:00,,(EONP)841 Canner St. ,"Canner St New Haven, CT 06511, USA"
2017-01-30T11:31:51-05:00,,Post to neighbors,"2301-2319 Florin Road Sacramento, California"
2017-01-30T11:31:23-05:00,,Sign and Marking Concern,"9525 Durness Lane Laurel, MD"
2017-01-30T11:30:20-05:00,,Street Repair,"501 Se 35th Terr Topeka, Kansas"
2017-01-30T11:29:53-05:00,,Streets,"5341-5355 Heritage Rd Chula Vista, CA 91911, USA"
2017-01-30T11:27:33-05:00,,JUNK IN THE ALLEY,"328 30th St South Saint Petersburg, Florida"
2017-01-30T11:24:28-05:00,,Graffiti,"501-953 Heritage Rd Chula Vista, CA 91911, USA"
2017-01-30T11:24:02-05:00,,Other Roadway Issues,"2501-2513 Strawbridge Road Virginia Beach, Virginia"
2017-01-30T11:23:06-05:00,,Streets-alot of dirt in street,"500-952 Heritage Rd Chula Vista, CA 91911, USA"
2017-01-30T11:22:33-05:00,,street light out,"1880 Camino Lumbre Santa Fe, New Mexico"
2017-01-30T11:22:01-05:00,,(EONP)820 Orange St. ,"820 Orange St New Haven, CT 06511, USA"
2017-01-30T11:21:07-05:00,,street light out,"2394 Camino Capitan Santa Fe, New Mexico"
2017-01-30T11:20:24-05:00,2017-01-30T11:20:41-05:00,"Central Ave and Pearl St, request for all-way stop signs","1372-1398 Pearl Street Alameda, CA"
2017-01-30T11:18:41-05:00,,JUNK IN THE ALLEY,"2960 4th Avenue South Saint Petersburg, Florida"
2017-01-30T11:15:32-05:00,,Illegal Dumping,"2698 Wood St Oakland, CA 94607, USA"
2017-01-30T11:14:20-05:00,,Illegal Dumping,"8115-8251 Fontaine Street Oakland, California"
2017-01-30T11:11:57-05:00,,Illegal Dumping,"8115-8251 Fontaine Street Oakland, California"
2017-01-30T11:10:19-05:00,,Illegal Dumping,"8115-8251 Fontaine Street Oakland, California"
2017-01-30T11:08:15-05:00,,Non-funtioning street lights,"116 Tartan Way Fairfield, California"
2017-01-30T11:07:25-05:00,,Homeless camp,"1003 Wilson Ave Vallejo, CA 94590, USA"
2017-01-30T10:59:42-05:00,,Pothole ,"Belmont Rd Richmond, Virginia"
2017-01-30T10:58:09-05:00,,Tree Trimming/Removal,"2518 23rd St. S Saint Petersburg, Florida"
2017-01-30T10:54:30-05:00,,"Substandard,Derelict Struc","539 North 5th Street Memphis, Tennessee"
2017-01-30T10:51:03-05:00,,Trash Screening,1614 Stone Lake Drive. 77489
2017-01-30T10:50:07-05:00,,Illegal dumping,"5728-5796 Angelina Ave Carmichael, CA 95608, USA"
2017-01-30T10:44:43-05:00,,Section around train tacks is extremely rough and bumpy.,"S 300 W Tremonton, UT 84337, USA"
2017-01-30T10:44:36-05:00,,Parking Enforcement,"3000-3086 Glascock St Oakland, CA 94601, USA"
2017-01-30T10:44:28-05:00,,Illegal activity because of broken gate,"390 Dylan Cir Corona, CA 92879, USA"
2017-01-30T10:44:12-05:00,,Pot hole,"9233 Sw 52nd Ave Portland, OR 97219, USA"
2017-01-30T10:42:39-05:00,,Road Related Repairs (other than Potholes),"24 Sand Trap Way Chicopee, MA"
2017-01-30T10:41:39-05:00,,Unmaintained Properties,"4139-4149 Ma-18 New Bedford, MA 02745, USA"
2017-01-30T10:39:13-05:00,,Tree Trimming/Removal,1060 32nd Ave N
2017-01-30T10:36:52-05:00,,Road needs lines painted - very unsafe,"5000-5100 Castlebrook Drive Raleigh, North Carolina"
2017-01-30T10:36:35-05:00,,Speeding Traffic Concerns in Meadow Wood community from carpools and drop offs,"6306 Shelrick Dr Baltimore, Maryland"
2017-01-30T10:35:46-05:00,,Mayor's Task Force Inspection,"Fairview Avenue Jersey City, NJ"
2017-01-30T10:33:18-05:00,,Streets - Potholes/Depression,W Grand Av & Mandela Pkwy (And Market St) 
2017-01-30T10:29:41-05:00,,Other,"453  74th  Ac. N.  Saint Petersburg, Florida"
2017-01-30T10:29:11-05:00,,Pot holes,"Palisades Ave South  From Central Ave To Columbia Ave. 42 Pot Holes Fort Lee, New Jersey"
2017-01-30T10:28:58-05:00,,Pothole,"2204 Beau Lane Richmond, Virginia"
2017-01-30T10:27:06-05:00,,Pothole,"S. Doolttle Rd Edinburg, Texas"
2017-01-30T10:26:10-05:00,,Drainage/Flooding Issue,Harvard Street Medford Ma
2017-01-30T10:26:06-05:00,,Building Violation,"6543 S Peoria St CHICAGO, IL 60621"
2017-01-30T10:25:42-05:00,2017-03-24T12:44:00-04:00,Unregistered or Inoperable Vehicle,"305 Archer Ave. Linthicum / Anne Arundel, Maryland"
2017-01-30T10:24:16-05:00,,Sidewalk Repair,"631-633 North Capitol St Ne Washington, DC 20002, USA"
2017-01-30T10:23:40-05:00,,Building Violation,738 S Kedvale Ave Garfield Park
2017-01-30T10:22:02-05:00,,Streets - Potholes/Depression,6315 Valley View Rd 
2017-01-30T10:21:52-05:00,,Parking Enforcement,"2622 73rd Ave Oakland, California"
2017-01-30T10:18:27-05:00,,Parking Enforcement,"1500 28th Ave Oakland, CA 94601, USA"
2017-01-30T10:18:13-05:00,,Abandoned vehicle,"3014-3040 I Street North Highlands, California"
2017-01-30T10:16:08-05:00,,Grading Violation,"1071 Deep Creek Avenue Arnold, Maryland"
2017-01-30T10:13:55-05:00,,Zone 7 no permit,"41 Woodland Street New Haven, Connecticut"
2017-01-30T10:13:46-05:00,,Graffiti,"347 E 18th St Oakland, CA 94606, USA"
2017-01-30T10:13:36-05:00,,(EONP)390-411 Shelton Ave. ,"411 Shelton Ave New Haven, CT 06511, USA"
2017-01-30T10:03:33-05:00,,(EONP)500-517 Winchester Ave. ,"517 Winchester Ave New Haven, CT 06511, USA"
2017-01-30T09:59:03-05:00,,yellow light out for months,"3 Landing Ln New Brunswick NJ 08901, USA"
2017-01-30T09:53:47-05:00,,Sign Missing Investigation,"2-8 Danbury Street Southwest Washington, District of Columbia"
2017-01-30T09:51:19-05:00,,Illegal trash,"1120 Troy Schenectady Rd Latham, NY 12110, USA"
2017-01-30T09:49:11-05:00,,Post to Neighbors,95 Chase Road London
2017-01-30T09:48:42-05:00,,Street Light 1 / Out,"5000 North Oakley Avenue Chicago, Illinois"
2017-01-30T09:48:29-05:00,,Illegal trash on sidewalk in front of house all week long at 52 Irving St,"30 Irving St Albany, NY 12202, USA"
2017-01-30T09:38:31-05:00,,Other,"185 Greenwich Ave New Haven, Connecticut"
2017-01-30T09:37:53-05:00,,Abandoned Vehicle - Public Property,"157 Glover Avenue Chula Vista, California"
2017-01-30T09:37:37-05:00,,Signal and Intersection Problem,"1165 Redfield Ridge Dunwoody, Georgia"
2017-01-30T09:34:02-05:00,,Parking Violation/Abandoned Auto,"74 Brewster Street  New Haven, Connecticut"
